primitive_interval,start,end,phase,direct_available,relay_required,direct_margin_lower_bound_db,transport_start_xyz,transport_end_xyz
469,492.64645037519614,492.98710704832905,cruise,False,True,-3.512139960693844,"[11178333.286611417, 2564194.932124102, 372.9093322753906]","[11178332.119048344, 2564199.906796401, 372.9093322753906]"
470,492.98710704832905,493.3277637214619,cruise,False,True,-3.5196186647322065,"[11178332.119048344, 2564199.906796401, 372.9093322753906]","[11178330.951485267, 2564204.8814687, 372.9093322753906]"
471,493.3277637214619,494.3853248985407,cruise,False,True,-3.542795255510569,"[11178330.951485267, 2564204.8814687, 372.9093322753906]","[11178327.326811284, 2564220.325229843, 372.9093322753906]"
472,494.3853248985407,495.4428860756195,cruise,False,True,-3.565910256935865,"[11178327.326811284, 2564220.325229843, 372.9093322753906]","[11178323.702137303, 2564235.7689909865, 372.9093322753906]"
473,495.4428860756195,496.5004472527119,cruise,False,True,-3.588963995010232,"[11178323.702137303, 2564235.7689909865, 372.9093322753906]","[11178320.07746332, 2564251.2127521303, 372.9093322753906]"
474,496.5004472527119,497.55800842980426,cruise,False,True,-3.611956793153496,"[11178320.07746332, 2564251.2127521303, 372.9093322753906]","[11178316.452789338, 2564266.6565132737, 372.9093322753906]"
475,497.55800842980426,498.6155696068966,cruise,False,True,-3.634888972239253,"[11178316.452789338, 2564266.6565132737, 372.9093322753906]","[11178312.828115355, 2564282.100274417, 372.9093322753906]"
476,498.6155696068966,499.673130783989,cruise,False,True,-3.6577608506152046,"[11178312.828115355, 2564282.100274417, 372.9093322753906]","[11178309.203441372, 2564297.544035561, 372.9093322753906]"
477,499.673130783989,500.3073089970275,cruise,False,True,-3.6714474340255947,"[11178309.203441372, 2564297.544035561, 372.9093322753906]","[11178307.029865677, 2564306.8050571047, 372.9093322753906]"
478,500.3073089970275,500.9414872100661,cruise,False,True,-3.6851125150062103,"[11178307.029865677, 2564306.8050571047, 372.9093322753906]","[11178304.856289985, 2564316.066078648, 372.9093322753906]"
479,500.9414872100661,501.36487017410633,cruise,False,True,-3.6942235074184566,"[11178304.856289985, 2564316.066078648, 372.9093322753906]","[11178303.405191695, 2564322.2488182476, 372.9093322753906]"
480,501.36487017410633,501.7882531381467,cruise,False,True,-3.7033249661620147,"[11178303.405191695, 2564322.2488182476, 372.9093322753906]","[11178301.954093408, 2564328.4315578477, 372.9093322753906]"
481,501.7882531381467,502.84581431525254,cruise,False,True,-3.726017827646146,"[11178301.954093408, 2564328.4315578477, 372.9093322753906]","[11178298.329419423, 2564343.8753189915, 372.9093322753906]"
482,502.84581431525254,503.9033754923584,cruise,False,True,-3.7486516370910863,"[11178298.329419423, 2564343.8753189915, 372.9093322753906]","[11178294.704745442, 2564359.3190801353, 372.9093322753906]"
483,503.9033754923584,504.9609366694372,cruise,False,True,-3.771226700614207,"[11178294.704745442, 2564359.3190801353, 372.9093322753906]","[11178291.080071459, 2564374.7628412787, 372.9093322753906]"
484,504.9609366694372,506.018497846516,cruise,False,True,-3.7937433219609034,"[11178291.080071459, 2564374.7628412787, 372.9093322753906]","[11178287.455397476, 2564390.206602422, 372.9093322753906]"
485,506.018497846516,507.07605902359484,cruise,False,True,-3.816201802529406,"[11178287.455397476, 2564390.206602422, 372.9093322753906]","[11178283.830723494, 2564405.6503635654, 372.9093322753906]"
486,507.07605902359484,508.1336202006737,cruise,False,True,-3.838602441397356,"[11178283.830723494, 2564405.6503635654, 372.9093322753906]","[11178280.206049511, 2564421.094124709, 372.9093322753906]"
487,508.1336202006737,508.68507212238046,cruise,False,True,-3.8502601268079104,"[11178280.206049511, 2564421.094124709, 372.9093322753906]","[11178278.316009032, 2564429.147078945, 372.9093322753906]"
488,508.68507212238046,509.23652404408716,cruise,False,True,-3.8619022077975274,"[11178278.316009032, 2564429.147078945, 372.9093322753906]","[11178276.425968554, 2564437.200033181, 372.9093322753906]"
489,509.23652404408716,509.74263329948633,cruise,False,True,-3.8725733316420445,"[11178276.425968554, 2564437.200033181, 372.9093322753906]","[11178274.691335049, 2564444.5908400887, 372.9093322753906]"
490,509.74263329948633,510.2487425548855,cruise,False,True,-3.883231378867066,"[11178274.691335049, 2564444.5908400887, 372.9093322753906]","[11178272.956701545, 2564451.9816469965, 372.9093322753906]"
491,510.2487425548855,511.3063037319643,cruise,False,True,-3.905460264220764,"[11178272.956701545, 2564451.9816469965, 372.9093322753906]","[11178269.332027562, 2564467.42540814, 372.9093322753906]"
492,511.3063037319643,512.3638649090432,cruise,False,True,-3.9276324814251495,"[11178269.332027562, 2564467.42540814, 372.9093322753906]","[11178265.70735358, 2564482.869169283, 372.9093322753906]"
493,512.3638649090432,513.4214260861355,cruise,False,True,-3.9497483182969404,"[11178265.70735358, 2564482.869169283, 372.9093322753906]","[11178262.082679598, 2564498.312930427, 372.9093322753906]"
494,513.4214260861355,514.4789872632279,cruise,False,True,-3.971808060464312,"[11178262.082679598, 2564498.312930427, 372.9093322753906]","[11178258.458005616, 2564513.7566915704, 372.9093322753906]"
495,514.4789872632279,515.5365484403202,cruise,False,True,-3.99381199139809,"[11178258.458005616, 2564513.7566915704, 372.9093322753906]","[11178254.833331633, 2564529.200452714, 372.9093322753906]"
496,515.5365484403202,516.5941096174125,cruise,False,True,-4.01576039242488,"[11178254.833331633, 2564529.200452714, 372.9093322753906]","[11178251.208657648, 2564544.6442138576, 372.9093322753906]"
497,516.5941096174125,517.0628352477604,cruise,False,True,-4.025470537924491,"[11178251.208657648, 2564544.6442138576, 372.9093322753906]","[11178249.602152389, 2564551.4891007864, 372.9093322753906]"
498,517.0628352477604,517.5315608781083,cruise,False,True,-4.035169854269995,"[11178249.602152389, 2564551.4891007864, 372.9093322753906]","[11178247.995647123, 2564558.3339877143, 372.9093322753906]"
499,517.5315608781083,518.1203964248392,cruise,False,True,-4.04733928913646,"[11178247.995647123, 2564558.3339877143, 372.9093322753906]","[11178245.977478404, 2564566.9328619298, 372.9093322753906]"
500,518.1203964248392,518.7092319715701,cruise,False,True,-4.05949171949338,"[11178245.977478404, 2564566.9328619298, 372.9093322753906]","[11178243.959309684, 2564575.5317361443, 372.9093322753906]"
501,518.7092319715701,519.766793148676,cruise,False,True,-4.081275197681393,"[11178243.959309684, 2564575.5317361443, 372.9093322753906]","[11178240.334635703, 2564590.975497288, 372.9093322753906]"
502,519.766793148676,520.8243543257819,cruise,False,True,-4.103004250294859,"[11178240.334635703, 2564590.975497288, 372.9093322753906]","[11178236.70996172, 2564606.419258432, 372.9093322753906]"
503,520.8243543257819,521.8819155028607,cruise,False,True,-4.124679148274652,"[11178236.70996172, 2564606.419258432, 372.9093322753906]","[11178233.085287737, 2564621.8630195754, 372.9093322753906]"
504,521.8819155028607,522.9394766799395,cruise,False,True,-4.146300160547838,"[11178233.085287737, 2564621.8630195754, 372.9093322753906]","[11178229.460613756, 2564637.306780719, 372.9093322753906]"
505,522.9394766799395,523.9970378570183,cruise,False,True,-4.167867554045074,"[11178229.460613756, 2564637.306780719, 372.9093322753906]","[11178225.83593977, 2564652.750541862, 372.9093322753906]"
506,523.9970378570183,525.0545990340971,cruise,False,True,-4.18938159372054,"[11178225.83593977, 2564652.750541862, 372.9093322753906]","[11178222.21126579, 2564668.1943030055, 372.9093322753906]"
507,525.0545990340971,525.4405983735376,cruise,False,True,-4.197220765860621,"[11178222.21126579, 2564668.1943030055, 372.9093322753906]","[11178220.88829574, 2564673.8311226326, 372.9093322753906]"
508,525.4405983735376,525.826597712978,cruise,False,True,-4.205052878102165,"[11178220.88829574, 2564673.8311226326, 372.9093322753906]","[11178219.56532569, 2564679.4679422597, 372.9093322753906]"
509,525.826597712978,526.4981595506434,cruise,False,True,-4.218662402223089,"[11178219.56532569, 2564679.4679422597, 372.9093322753906]","[11178217.263621757, 2564689.2748837764, 372.9093322753906]"
510,526.4981595506434,527.1697213883089,cruise,False,True,-4.232250661665034,"[11178217.263621757, 2564689.2748837764, 372.9093322753906]","[11178214.961917823, 2564699.081825293, 372.9093322753906]"
511,527.1697213883089,528.2272825653877,cruise,False,True,-4.2536062101357,"[11178214.961917823, 2564699.081825293, 372.9093322753906]","[11178211.33724384, 2564714.525586437, 372.9093322753906]"
512,528.2272825653877,529.2848437424665,cruise,False,True,-4.274909445226712,"[11178211.33724384, 2564714.525586437, 372.9093322753906]","[11178207.712569859, 2564729.96934758, 372.9093322753906]"
513,529.2848437424665,530.3424049195588,cruise,False,True,-4.2961606223022955,"[11178207.712569859, 2564729.96934758, 372.9093322753906]","[11178204.087895876, 2564745.4131087232, 372.9093322753906]"
514,530.3424049195588,531.3999660966512,cruise,False,True,-4.317359994860141,"[11178204.087895876, 2564745.4131087232, 372.9093322753906]","[11178200.463221895, 2564760.8568698675, 372.9093322753906]"
515,531.3999660966512,532.4575272737435,cruise,False,True,-4.338507814551775,"[11178200.463221895, 2564760.8568698675, 372.9093322753906]","[11178196.838547911, 2564776.3006310104, 372.9093322753906]"
516,532.4575272737435,533.5150884508358,cruise,False,True,-4.359604331207137,"[11178196.838547911, 2564776.3006310104, 372.9093322753906]","[11178193.213873927, 2564791.7443921547, 372.9093322753906]"
517,533.5150884508358,533.8183614989174,cruise,False,True,-4.365644673546427,"[11178193.213873927, 2564791.7443921547, 372.9093322753906]","[11178192.174439095, 2564796.1731444737, 372.9093322753906]"
518,533.8183614989174,534.121634546999,cruise,False,True,-4.371680823211136,"[11178192.174439095, 2564796.1731444737, 372.9093322753906]","[11178191.13500426, 2564800.601896793, 372.9093322753906]"
519,534.121634546999,534.8759226759962,cruise,False,True,-4.386675539818512,"[11178191.13500426, 2564800.601896793, 372.9093322753906]","[11178188.549765112, 2564811.616905617, 372.9093322753906]"
520,534.8759226759962,535.6302108049935,cruise,False,True,-4.401644445672105,"[11178188.549765112, 2564811.616905617, 372.9093322753906]","[11178185.964525964, 2564822.631914441, 372.9093322753906]"
521,535.6302108049935,536.6877719820858,cruise,False,True,-4.422588534161889,"[11178185.964525964, 2564822.631914441, 372.9093322753906]","[11178182.33985198, 2564838.0756755853, 372.9093322753906]"
522,536.6877719820858,537.7453331591781,cruise,False,True,-4.443482300994049,"[11178182.33985198, 2564838.0756755853, 372.9093322753906]","[11178178.715177998, 2564853.519436728, 372.9093322753906]"
523,537.7453331591781,538.8028943362705,cruise,False,True,-4.464325987124454,"[11178178.715177998, 2564853.519436728, 372.9093322753906]","[11178175.090504015, 2564868.963197872, 372.9093322753906]"
524,538.8028943362705,539.8604555133628,cruise,False,True,-4.485119831777467,"[11178175.090504015, 2564868.963197872, 372.9093322753906]","[11178171.465830032, 2564884.4069590154, 372.9093322753906]"
525,539.8604555133628,540.9180166904416,cruise,False,True,-4.50586407247296,"[11178171.465830032, 2564884.4069590154, 372.9093322753906]","[11178167.841156049, 2564899.8507201592, 372.9093322753906]"
526,540.9180166904416,541.9755778675204,cruise,False,True,-4.526558945036044,"[11178167.841156049, 2564899.8507201592, 372.9093322753906]","[11178164.216482067, 2564915.2944813026, 372.9093322753906]"
527,541.9755778675204,542.1961246242702,cruise,False,True,-4.530868512022693,"[11178164.216482067, 2564915.2944813026, 372.9093322753906]","[11178163.460582448, 2564918.515166315, 372.9093322753906]"
528,542.1961246242702,542.4166713810199,cruise,False,True,-4.535175944286976,"[11178163.460582448, 2564918.515166315, 372.9093322753906]","[11178162.704682829, 2564921.735851326, 372.9093322753906]"
529,542.4166713810199,543.253685801376,cruise,False,True,-4.551504033421423,"[11178162.704682829, 2564921.735851326, 372.9093322753906]","[11178159.835908465, 2564933.958927458, 372.9093322753906]"
530,543.253685801376,544.0907002217322,cruise,False,True,-4.567801520714738,"[11178159.835908465, 2564933.958927458, 372.9093322753906]","[11178156.967134101, 2564946.1820035903, 372.9093322753906]"
531,544.0907002217322,545.148261398811,cruise,False,True,-4.58834968716512,"[11178156.967134101, 2564946.1820035903, 372.9093322753906]","[11178153.34246012, 2564961.625764733, 372.9093322753906]"
532,545.148261398811,546.2058225758898,cruise,False,True,-4.608849412192328,"[11178153.34246012, 2564961.625764733, 372.9093322753906]","[11178149.717786137, 2564977.069525877, 372.9093322753906]"
533,546.2058225758898,547.2633837529686,cruise,False,True,-4.6293009233981195,"[11178149.717786137, 2564977.069525877, 372.9093322753906]","[11178146.093112154, 2564992.5132870204, 372.9093322753906]"
534,547.2633837529686,548.3209449300474,cruise,False,True,-4.64970444678859,"[11178146.093112154, 2564992.5132870204, 372.9093322753906]","[11178142.46843817, 2565007.9570481637, 372.9093322753906]"
535,548.3209449300474,549.3785061071533,cruise,False,True,-4.670060206785678,"[11178142.46843817, 2565007.9570481637, 372.9093322753906]","[11178138.84376419, 2565023.4008093076, 372.9093322753906]"
536,549.3785061071533,550.4360672842591,cruise,False,True,-4.690368426242287,"[11178138.84376419, 2565023.4008093076, 372.9093322753906]","[11178135.219090207, 2565038.844570451, 372.9093322753906]"
537,550.4360672842591,550.5738877500744,cruise,False,True,-4.693011486167649,"[11178135.219090207, 2565038.844570451, 372.9093322753906]","[11178134.7467258, 2565040.8571881615, 372.9093322753906]"
538,550.5738877500744,550.7117082158896,cruise,False,True,-4.69565374295604,"[11178134.7467258, 2565040.8571881615, 372.9093322753906]","[11178134.274361394, 2565042.869805872, 372.9093322753906]"
539,550.7117082158896,551.6314489271532,cruise,False,True,-4.713266235997693,"[11178134.274361394, 2565042.869805872, 372.9093322753906]","[11178131.122051816, 2565056.300949305, 372.9093322753906]"
540,551.6314489271532,552.5511896384168,cruise,False,True,-4.730843127189047,"[11178131.122051816, 2565056.300949305, 372.9093322753906]","[11178127.969742242, 2565069.732092738, 372.9093322753906]"
541,552.5511896384168,553.6087508155091,cruise,False,True,-4.75101004667215,"[11178127.969742242, 2565069.732092738, 372.9093322753906]","[11178124.345068257, 2565085.175853882, 372.9093322753906]"
542,553.6087508155091,554.6663119926014,cruise,False,True,-4.771130301625718,"[11178124.345068257, 2565085.175853882, 372.9093322753906]","[11178120.720394274, 2565100.6196150254, 372.9093322753906]"
543,554.6663119926014,555.7238731696938,cruise,False,True,-4.7912041072736145,"[11178120.720394274, 2565100.6196150254, 372.9093322753906]","[11178117.095720295, 2565116.0633761687, 372.9093322753906]"
544,555.7238731696938,556.7814343467861,cruise,False,True,-4.81123167735899,"[11178117.095720295, 2565116.0633761687, 372.9093322753906]","[11178113.47104631, 2565131.5071373126, 372.9093322753906]"
545,556.7814343467861,557.8389955238649,cruise,False,True,-4.831213224147547,"[11178113.47104631, 2565131.5071373126, 372.9093322753906]","[11178109.846372329, 2565146.950898456, 372.9093322753906]"
546,557.8389955238649,558.8965567009438,cruise,False,True,-4.851148958454118,"[11178109.846372329, 2565146.950898456, 372.9093322753906]","[11178106.221698346, 2565162.3946595993, 372.9093322753906]"
