primitive_interval,start,end,phase,direct_available,relay_required,direct_margin_lower_bound_db,transport_start_xyz,transport_end_xyz
968,1361.0329264488619,1361.9331641437736,return_cruise,False,True,-0.22113156119272048,"[11178759.741432892, 2562377.9228060422, 372.9093322753906]","[11178762.826898037, 2562364.7764687585, 372.9093322753906]"
969,1361.9331641437736,1362.8334018386854,return_cruise,False,True,-0.19222690126814257,"[11178762.826898037, 2562364.7764687585, 372.9093322753906]","[11178765.91236318, 2562351.630131474, 372.9093322753906]"
970,1362.8334018386854,1363.8909630157914,return_cruise,False,True,-0.16322603309464512,"[11178765.91236318, 2562351.630131474, 372.9093322753906]","[11178769.537037166, 2562336.1863703304, 372.9093322753906]"
971,1363.8909630157914,1364.9485241928974,return_cruise,False,True,-0.12903327612400517,"[11178769.537037166, 2562336.1863703304, 372.9093322753906]","[11178773.161711149, 2562320.7426091866, 372.9093322753906]"
972,1364.9485241928974,1366.0060853699763,return_cruise,False,True,-0.09470581235595432,"[11178773.161711149, 2562320.7426091866, 372.9093322753906]","[11178776.786385132, 2562305.298848043, 372.9093322753906]"
973,1366.0060853699763,1367.0636465470552,return_cruise,False,True,-0.060242579636394566,"[11178776.786385132, 2562305.298848043, 372.9093322753906]","[11178780.411059113, 2562289.8550869, 372.9093322753906]"
974,1367.0636465470552,1368.1212077241476,return_cruise,False,True,-0.02564250324040529,"[11178780.411059113, 2562289.8550869, 372.9093322753906]","[11178784.035733096, 2562274.411325756, 372.9093322753906]"
975,1368.1212077241476,1369.17876890124,return_cruise,True,False,0.009095504328769266,"[11178784.035733096, 2562274.411325756, 372.9093322753906]","[11178787.660407078, 2562258.9675646126, 372.9093322753906]"
976,1369.17876890124,1369.2533660920617,return_cruise,True,False,0.04397254353270341,"[11178787.660407078, 2562258.9675646126, 372.9093322753906]","[11178787.9160807, 2562257.878208061, 372.9093322753906]"
977,1369.2533660920617,1369.3279632828835,return_cruise,True,False,0.046437943433630835,"[11178787.9160807, 2562257.878208061, 372.9093322753906]","[11178788.171754323, 2562256.7888515093, 372.9093322753906]"
978,1369.3279632828835,1370.310927269154,return_cruise,True,False,0.048904041011724075,"[11178788.171754323, 2562256.7888515093, 372.9093322753906]","[11178791.540754685, 2562242.4344469174, 372.9093322753906]"
979,1370.310927269154,1371.2938912554246,return_cruise,True,False,0.08146505574235618,"[11178791.540754685, 2562242.4344469174, 372.9093322753906]","[11178794.909755046, 2562228.0800423254, 372.9093322753906]"
980,1371.2938912554246,1372.3514524325035,return_cruise,True,False,0.1141481848160737,"[11178794.909755046, 2562228.0800423254, 372.9093322753906]","[11178798.534429027, 2562212.636281182, 372.9093322753906]"
981,1372.3514524325035,1373.4090136095824,return_cruise,True,False,0.1494490545582181,"[11178798.534429027, 2562212.636281182, 372.9093322753906]","[11178802.159103008, 2562197.1925200387, 372.9093322753906]"
982,1373.4090136095824,1374.4665747866748,return_cruise,True,False,0.18489349170384628,"[11178802.159103008, 2562197.1925200387, 372.9093322753906]","[11178805.783776991, 2562181.748758895, 372.9093322753906]"
983,1374.4665747866748,1375.524135963767,return_cruise,True,False,0.22048266475744072,"[11178805.783776991, 2562181.748758895, 372.9093322753906]","[11178809.408450974, 2562166.3049977515, 372.9093322753906]"
984,1375.524135963767,1376.573568040548,return_cruise,True,False,0.2562177564920489,"[11178809.408450974, 2562166.3049977515, 372.9093322753906]","[11178813.005263364, 2562150.9799473607, 372.9093322753906]"
985,1376.573568040548,1377.623000117329,return_cruise,True,False,0.29182358616911586,"[11178813.005263364, 2562150.9799473607, 372.9093322753906]","[11178816.602075754, 2562135.65489697, 372.9093322753906]"
986,1377.623000117329,1377.6311292176404,return_cruise,True,False,0.32757546306118,"[11178816.602075754, 2562135.65489697, 372.9093322753906]","[11178816.629937347, 2562135.5361862173, 372.9093322753906]"
987,1377.6311292176404,1377.6392583179518,return_cruise,True,False,0.32785297705234484,"[11178816.629937347, 2562135.5361862173, 372.9093322753906]","[11178816.657798938, 2562135.4174754643, 372.9093322753906]"
988,1377.6392583179518,1378.6968194950307,return_cruise,True,False,0.32813049987933596,"[11178816.657798938, 2562135.4174754643, 372.9093322753906]","[11178820.282472923, 2562119.973714321, 372.9093322753906]"
989,1378.6968194950307,1379.7543806721096,return_cruise,True,False,0.36431059056951653,"[11178820.282472923, 2562119.973714321, 372.9093322753906]","[11178823.907146905, 2562104.5299531776, 372.9093322753906]"
990,1379.7543806721096,1380.8119418492156,return_cruise,True,False,0.4006414785022656,"[11178823.907146905, 2562104.5299531776, 372.9093322753906]","[11178827.531820886, 2562089.0861920337, 372.9093322753906]"
991,1380.8119418492156,1381.8695030263214,return_cruise,True,False,0.43712442140926555,"[11178827.531820886, 2562089.0861920337, 372.9093322753906]","[11178831.15649487, 2562073.64243089, 372.9093322753906]"
992,1381.8695030263214,1382.9270642034003,return_cruise,True,False,0.4737606927625393,"[11178831.15649487, 2562073.64243089, 372.9093322753906]","[11178834.781168852, 2562058.1986697465, 372.9093322753906]"
993,1382.9270642034003,1383.9846253804792,return_cruise,True,False,0.5105515820333721,"[11178834.781168852, 2562058.1986697465, 372.9093322753906]","[11178838.405842835, 2562042.754908603, 372.9093322753906]"
994,1383.9846253804792,1384.951331166127,return_cruise,True,False,0.5474983949755341,"[11178838.405842835, 2562042.754908603, 372.9093322753906]","[11178841.71912001, 2562028.637925517, 372.9093322753906]"
995,1384.951331166127,1385.9180369517749,return_cruise,True,False,0.5814086256102371,"[11178841.71912001, 2562028.637925517, 372.9093322753906]","[11178845.032397188, 2562014.5209424305, 372.9093322753906]"
996,1385.9180369517749,1386.0088923432058,return_cruise,True,False,0.6154512667234542,"[11178845.032397188, 2562014.5209424305, 372.9093322753906]","[11178845.343793994, 2562013.1941643734, 372.9093322753906]"
997,1386.0088923432058,1386.0997477346368,return_cruise,True,False,0.6186575925125055,"[11178845.343793994, 2562013.1941643734, 372.9093322753906]","[11178845.655190801, 2562011.8673863164, 372.9093322753906]"
998,1386.0997477346368,1387.1573089117426,return_cruise,True,False,0.621865097886527,"[11178845.655190801, 2562011.8673863164, 372.9093322753906]","[11178849.279864782, 2561996.4236251726, 372.9093322753906]"
999,1387.1573089117426,1388.2148700888486,return_cruise,True,False,0.6592876832165615,"[11178849.279864782, 2561996.4236251726, 372.9093322753906]","[11178852.904538764, 2561980.9798640287, 372.9093322753906]"
1000,1388.2148700888486,1389.2724312659275,return_cruise,True,False,0.6968715835163977,"[11178852.904538764, 2561980.9798640287, 372.9093322753906]","[11178856.529212749, 2561965.5361028854, 372.9093322753906]"
1001,1389.2724312659275,1390.3299924430064,return_cruise,True,False,0.7346181901303765,"[11178856.529212749, 2561965.5361028854, 372.9093322753906]","[11178860.15388673, 2561950.092341742, 372.9093322753906]"
1002,1390.3299924430064,1391.3875536200987,return_cruise,True,False,0.7725289124052921,"[11178860.15388673, 2561950.092341742, 372.9093322753906]","[11178863.778560715, 2561934.6485805977, 372.9093322753906]"
1003,1391.3875536200987,1392.445114797191,return_cruise,True,False,0.8106051780143417,"[11178863.778560715, 2561934.6485805977, 372.9093322753906]","[11178867.403234698, 2561919.204819455, 372.9093322753906]"
1004,1392.445114797191,1393.3290942914937,return_cruise,True,False,0.848848433250609,"[11178867.403234698, 2561919.204819455, 372.9093322753906]","[11178870.432976658, 2561906.295903676, 372.9093322753906]"
1005,1393.3290942914937,1394.2130737857963,return_cruise,True,False,0.8809438604736357,"[11178870.432976658, 2561906.295903676, 372.9093322753906]","[11178873.462718617, 2561893.386987897, 372.9093322753906]"
1006,1394.2130737857963,1394.386655468586,return_cruise,True,False,0.9131578481204343,"[11178873.462718617, 2561893.386987897, 372.9093322753906]","[11178874.057650639, 2561890.8521425324, 372.9093322753906]"
1007,1394.386655468586,1394.560237151376,return_cruise,True,False,0.9194975145603337,"[11178874.057650639, 2561890.8521425324, 372.9093322753906]","[11178874.65258266, 2561888.3172971676, 372.9093322753906]"
1008,1394.560237151376,1395.617798328455,return_cruise,True,False,0.9258417929516156,"[11178874.65258266, 2561888.3172971676, 372.9093322753906]","[11178878.277256643, 2561872.8735360242, 372.9093322753906]"
1009,1395.617798328455,1396.6753595055338,return_cruise,True,False,0.9645948861472533,"[11178878.277256643, 2561872.8735360242, 372.9093322753906]","[11178881.901930628, 2561857.4297748804, 372.9093322753906]"
1010,1396.6753595055338,1397.7329206826396,return_cruise,True,False,1.0035209471233344,"[11178881.901930628, 2561857.4297748804, 372.9093322753906]","[11178885.52660461, 2561841.986013737, 372.9093322753906]"
1011,1397.7329206826396,1398.7904818597456,return_cruise,True,False,1.0426215203585087,"[11178885.52660461, 2561841.986013737, 372.9093322753906]","[11178889.151278593, 2561826.542252593, 372.9093322753906]"
1012,1398.7904818597456,1399.8480430368245,return_cruise,True,False,1.081898171032492,"[11178889.151278593, 2561826.542252593, 372.9093322753906]","[11178892.775952574, 2561811.09849145, 372.9093322753906]"
1013,1399.8480430368245,1400.9056042139034,return_cruise,True,False,1.1213524853752403,"[11178892.775952574, 2561811.09849145, 372.9093322753906]","[11178896.400626557, 2561795.6547303065, 372.9093322753906]"
1014,1400.9056042139034,1401.706857417285,return_cruise,True,False,1.1609860710620552,"[11178896.400626557, 2561795.6547303065, 372.9093322753906]","[11178899.146833306, 2561783.953881829, 372.9093322753906]"
1015,1401.706857417285,1402.5081106206665,return_cruise,True,False,1.1911345177443025,"[11178899.146833306, 2561783.953881829, 372.9093322753906]","[11178901.89304005, 2561772.253033352, 372.9093322753906]"
1016,1402.5081106206665,1402.7644185943639,return_cruise,True,False,1.2213875221829653,"[11178901.89304005, 2561772.253033352, 372.9093322753906]","[11178902.771507286, 2561768.5101206857, 372.9093322753906]"
1017,1402.7644185943639,1403.020726568061,return_cruise,True,False,1.2310871609715832,"[11178902.771507286, 2561768.5101206857, 372.9093322753906]","[11178903.649974523, 2561764.7672080193, 372.9093322753906]"
1018,1403.020726568061,1404.078287745167,return_cruise,True,False,1.2407975966691538,"[11178903.649974523, 2561764.7672080193, 372.9093322753906]","[11178907.274648506, 2561749.323446876, 372.9093322753906]"
1019,1404.078287745167,1405.135848922273,return_cruise,True,False,1.2809788626414615,"[11178907.274648506, 2561749.323446876, 372.9093322753906]","[11178910.899322487, 2561733.879685732, 372.9093322753906]"
1020,1405.135848922273,1406.193410099352,return_cruise,True,False,1.3213460528801875,"[11178910.899322487, 2561733.879685732, 372.9093322753906]","[11178914.523996469, 2561718.4359245887, 372.9093322753906]"
1021,1406.193410099352,1407.2509712764308,return_cruise,True,False,1.3619008882167236,"[11178914.523996469, 2561718.4359245887, 372.9093322753906]","[11178918.148670454, 2561702.992163445, 372.9093322753906]"
1022,1407.2509712764308,1408.3085324535232,return_cruise,True,False,1.4026451133790232,"[11178918.148670454, 2561702.992163445, 372.9093322753906]","[11178921.773344435, 2561687.5484023015, 372.9093322753906]"
1023,1408.3085324535232,1409.3660936306155,return_cruise,True,False,1.4435804974167041,"[11178921.773344435, 2561687.5484023015, 372.9093322753906]","[11178925.39801842, 2561672.1046411577, 372.9093322753906]"
1024,1409.3660936306155,1410.0846205426517,return_cruise,True,False,1.4847088341781074,"[11178925.39801842, 2561672.1046411577, 372.9093322753906]","[11178927.86068995, 2561661.6118599884, 372.9093322753906]"
1025,1410.0846205426517,1410.8031474546879,return_cruise,True,False,1.5127632062263672,"[11178927.86068995, 2561661.6118599884, 372.9093322753906]","[11178930.32336148, 2561651.1190788182, 372.9093322753906]"
1026,1410.8031474546879,1411.142181719744,return_cruise,True,False,1.5409080636021173,"[11178930.32336148, 2561651.1190788182, 372.9093322753906]","[11178931.485363934, 2561646.1680988446, 372.9093322753906]"
1027,1411.142181719744,1411.4812159848002,return_cruise,True,False,1.5542196973249247,"[11178931.485363934, 2561646.1680988446, 372.9093322753906]","[11178932.647366382, 2561641.217118871, 372.9093322753906]"
1028,1411.4812159848002,1412.5387771618791,return_cruise,True,False,1.5675516679363426,"[11178932.647366382, 2561641.217118871, 372.9093322753906]","[11178936.272040365, 2561625.773357727, 372.9093322753906]"
1029,1412.5387771618791,1413.596338338958,return_cruise,True,False,1.609269880768835,"[11178936.272040365, 2561625.773357727, 372.9093322753906]","[11178939.896714348, 2561610.3295965837, 372.9093322753906]"
1030,1413.596338338958,1414.6538995160504,return_cruise,True,False,1.651188478961501,"[11178939.896714348, 2561610.3295965837, 372.9093322753906]","[11178943.521388331, 2561594.88583544, 372.9093322753906]"
1031,1414.6538995160504,1415.7114606931427,return_cruise,True,False,1.6933093874487213,"[11178943.521388331, 2561594.88583544, 372.9093322753906]","[11178947.146062315, 2561579.4420742965, 372.9093322753906]"
1032,1415.7114606931427,1416.769021870235,return_cruise,True,False,1.735634558890851,"[11178947.146062315, 2561579.4420742965, 372.9093322753906]","[11178950.770736298, 2561563.9983131536, 372.9093322753906]"
1033,1416.769021870235,1417.8265830473274,return_cruise,True,False,1.7781659742138913,"[11178950.770736298, 2561563.9983131536, 372.9093322753906]","[11178954.395410279, 2561548.5545520093, 372.9093322753906]"
1034,1417.8265830473274,1418.4623836680182,return_cruise,True,False,1.82090564315601,"[11178954.395410279, 2561548.5545520093, 372.9093322753906]","[11178956.574546596, 2561539.2698381473, 372.9093322753906]"
1035,1418.4623836680182,1419.098184288709,return_cruise,True,False,1.8467016090364154,"[11178956.574546596, 2561539.2698381473, 372.9093322753906]","[11178958.753682913, 2561529.9851242853, 372.9093322753906]"
1036,1419.098184288709,1419.5199448450971,return_cruise,True,False,1.872574029881406,"[11178958.753682913, 2561529.9851242853, 372.9093322753906]","[11178960.19922058, 2561523.8260770044, 372.9093322753906]"
1037,1419.5199448450971,1419.941705401485,return_cruise,True,False,1.8897789915706085,"[11178960.19922058, 2561523.8260770044, 372.9093322753906]","[11178961.644758245, 2561517.6670297226, 372.9093322753906]"
1038,1419.941705401485,1420.999266578591,return_cruise,True,False,1.9070179282306157,"[11178961.644758245, 2561517.6670297226, 372.9093322753906]","[11178965.269432226, 2561502.2232685788, 372.9093322753906]"
1039,1420.999266578591,1422.0568277556968,return_cruise,True,False,1.9503947129683183,"[11178965.269432226, 2561502.2232685788, 372.9093322753906]","[11178968.894106211, 2561486.779507435, 372.9093322753906]"
1040,1422.0568277556968,1423.1143889327757,return_cruise,True,False,1.9939880897184281,"[11178968.894106211, 2561486.779507435, 372.9093322753906]","[11178972.518780192, 2561471.3357462916, 372.9093322753906]"
1041,1423.1143889327757,1424.1719501098546,return_cruise,True,False,2.0378002209026675,"[11178972.518780192, 2561471.3357462916, 372.9093322753906]","[11178976.143454175, 2561455.8919851487, 372.9093322753906]"
1042,1424.1719501098546,1425.2295112869335,return_cruise,True,False,2.081833301321339,"[11178976.143454175, 2561455.8919851487, 372.9093322753906]","[11178979.768128157, 2561440.448224005, 372.9093322753906]"
1043,1425.2295112869335,1426.2870724640125,return_cruise,True,False,2.1260895587873705,"[11178979.768128157, 2561440.448224005, 372.9093322753906]","[11178983.39280214, 2561425.0044628615, 372.9093322753906]"
1044,1426.2870724640125,1426.8401467937958,return_cruise,True,False,2.1705712547872054,"[11178983.39280214, 2561425.0044628615, 372.9093322753906]","[11178985.288403243, 2561416.9278163007, 372.9093322753906]"
1045,1426.8401467937958,1427.3932211235792,return_cruise,True,False,2.1939244581017476,"[11178985.288403243, 2561416.9278163007, 372.9093322753906]","[11178987.184004346, 2561408.85116974, 372.9093322753906]"
1046,1427.3932211235792,1427.8977079709016,return_cruise,True,False,2.2173402781763514,"[11178987.184004346, 2561408.85116974, 372.9093322753906]","[11178988.913077226, 2561401.484055157, 372.9093322753906]"
1047,1427.8977079709016,1428.402194818224,return_cruise,True,False,2.2387539130579626,"[11178988.913077226, 2561401.484055157, 372.9093322753906]","[11178990.642150106, 2561394.116940574, 372.9093322753906]"
1048,1428.402194818224,1429.4597559953029,return_cruise,True,False,2.2602201808105633,"[11178990.642150106, 2561394.116940574, 372.9093322753906]","[11178994.266824089, 2561378.673179431, 372.9093322753906]"
1049,1429.4597559953029,1430.5173171723818,return_cruise,True,False,2.3053921083772906,"[11178994.266824089, 2561378.673179431, 372.9093322753906]","[11178997.89149807, 2561363.229418287, 372.9093322753906]"
1050,1430.5173171723818,1431.5748783494741,return_cruise,True,False,2.3507988710171475,"[11178997.89149807, 2561363.229418287, 372.9093322753906]","[11179001.516172051, 2561347.7856571437, 372.9093322753906]"
1051,1431.5748783494741,1432.6324395265665,return_cruise,True,False,2.3964429091189743,"[11179001.516172051, 2561347.7856571437, 372.9093322753906]","[11179005.140846036, 2561332.341896, 372.9093322753906]"
1052,1432.6324395265665,1433.6900007036588,return_cruise,True,False,2.442326701091247,"[11179005.140846036, 2561332.341896, 372.9093322753906]","[11179008.76552002, 2561316.8981348565, 372.9093322753906]"
1053,1433.6900007036588,1434.7475618807512,return_cruise,True,False,2.4884527641315515,"[11179008.76552002, 2561316.8981348565, 372.9093322753906]","[11179012.390194003, 2561301.454373713, 372.9093322753906]"
1054,1434.7475618807512,1435.2179099191758,return_cruise,True,False,2.5348236550558596,"[11179012.390194003, 2561301.454373713, 372.9093322753906]","[11179014.002259888, 2561294.5857944596, 372.9093322753906]"
1055,1435.2179099191758,1435.6882579576004,return_cruise,True,False,2.5555263435517475,"[11179014.002259888, 2561294.5857944596, 372.9093322753906]","[11179015.614325777, 2561287.7172152065, 372.9093322753906]"
1056,1435.6882579576004,1436.2754710962547,return_cruise,True,False,2.5762782034440477,"[11179015.614325777, 2561287.7172152065, 372.9093322753906]","[11179017.62693387, 2561279.142033316, 372.9093322753906]"
1057,1436.2754710962547,1436.862684234909,return_cruise,True,False,2.6022555466152397,"[11179017.62693387, 2561279.142033316, 372.9093322753906]","[11179019.639541967, 2561270.566851426, 372.9093322753906]"
1058,1436.862684234909,1437.9202454120148,return_cruise,True,False,2.628310350859806,"[11179019.639541967, 2561270.566851426, 372.9093322753906]","[11179023.264215948, 2561255.123090282, 372.9093322753906]"
1059,1437.9202454120148,1438.9778065891207,return_cruise,True,False,2.6754314749936157,"[11179023.264215948, 2561255.123090282, 372.9093322753906]","[11179026.888889931, 2561239.6793291382, 372.9093322753906]"
1060,1438.9778065891207,1440.0353677661997,return_cruise,True,False,2.722808067292462,"[11179026.888889931, 2561239.6793291382, 372.9093322753906]","[11179030.513563916, 2561224.2355679953, 372.9093322753906]"
1061,1440.0353677661997,1441.0929289432786,return_cruise,True,False,2.7704428955100866,"[11179030.513563916, 2561224.2355679953, 372.9093322753906]","[11179034.138237897, 2561208.7918068515, 372.9093322753906]"
1062,1441.0929289432786,1442.1504901203575,return_cruise,True,False,2.818338772334073,"[11179034.138237897, 2561208.7918068515, 372.9093322753906]","[11179037.76291188, 2561193.348045708, 372.9093322753906]"
1063,1442.1504901203575,1443.2080512974364,return_cruise,True,False,2.8664985563506775,"[11179037.76291188, 2561193.348045708, 372.9093322753906]","[11179041.387585862, 2561177.904284565, 372.9093322753906]"
1064,1443.2080512974364,1443.5956730445291,return_cruise,True,False,2.9149251530429723,"[11179041.387585862, 2561177.904284565, 372.9093322753906]","[11179042.716116536, 2561172.243772619, 372.9093322753906]"
1065,1443.5956730445291,1443.983294791622,return_cruise,True,False,2.9327420722468105,"[11179042.716116536, 2561172.243772619, 372.9093322753906]","[11179044.044647207, 2561166.5832606736, 372.9093322753906]"
1066,1443.983294791622,1444.653234221635,return_cruise,True,False,2.950595378400095,"[11179044.044647207, 2561166.5832606736, 372.9093322753906]","[11179046.340790516, 2561156.800011475, 372.9093322753906]"
1067,1444.653234221635,1445.3231736516482,return_cruise,True,False,2.981538060084901,"[11179046.340790516, 2561156.800011475, 372.9093322753906]","[11179048.636933828, 2561147.016762277, 372.9093322753906]"
1068,1445.3231736516482,1446.380734828727,return_cruise,True,False,3.0125906470630355,"[11179048.636933828, 2561147.016762277, 372.9093322753906]","[11179052.26160781, 2561131.5730011337, 372.9093322753906]"
1069,1446.380734828727,1447.438296005806,return_cruise,True,False,3.0618355992025386,"[11179052.26160781, 2561131.5730011337, 372.9093322753906]","[11179055.886281792, 2561116.1292399904, 372.9093322753906]"
1070,1447.438296005806,1448.4958571828984,return_cruise,True,False,3.111359475841013,"[11179055.886281792, 2561116.1292399904, 372.9093322753906]","[11179059.510955773, 2561100.6854788465, 372.9093322753906]"
1071,1448.4958571828984,1449.5534183599907,return_cruise,True,False,3.161165432889618,"[11179059.510955773, 2561100.6854788465, 372.9093322753906]","[11179063.135629758, 2561085.241717703, 372.9093322753906]"
1072,1449.5534183599907,1450.610979537083,return_cruise,True,False,3.2112566797370476,"[11179063.135629758, 2561085.241717703, 372.9093322753906]","[11179066.760303741, 2561069.79795656, 372.9093322753906]"
1073,1450.610979537083,1451.6685407141754,return_cruise,True,False,3.2616364804559623,"[11179066.760303741, 2561069.79795656, 372.9093322753906]","[11179070.384977723, 2561054.354195416, 372.9093322753906]"
1074,1451.6685407141754,1451.9734361703336,return_cruise,True,False,3.312308155049365,"[11179070.384977723, 2561054.354195416, 372.9093322753906]","[11179071.429973183, 2561049.9017507723, 372.9093322753906]"
1075,1451.9734361703336,1452.278331626492,return_cruise,True,False,3.326971506581941,"[11179071.429973183, 2561049.9017507723, 372.9093322753906]","[11179072.47496864, 2561045.4493061276, 372.9093322753906]"
1076,1452.278331626492,1453.0309973474125,return_cruise,True,False,3.3416594800088717,"[11179072.47496864, 2561045.4493061276, 372.9093322753906]","[11179075.054647164, 2561034.4579896284, 372.9093322753906]"
1077,1453.0309973474125,1453.783663068333,return_cruise,True,False,3.3780241887282614,"[11179075.054647164, 2561034.4579896284, 372.9093322753906]","[11179077.634325687, 2561023.4666731292, 372.9093322753906]"
1078,1453.783663068333,1454.8412242454253,return_cruise,True,False,3.4145406931816638,"[11179077.634325687, 2561023.4666731292, 372.9093322753906]","[11179081.25899967, 2561008.0229119854, 372.9093322753906]"
1079,1454.8412242454253,1455.8987854225177,return_cruise,True,False,3.466108488015223,"[11179081.25899967, 2561008.0229119854, 372.9093322753906]","[11179084.883673655, 2560992.579150842, 372.9093322753906]"
1080,1455.8987854225177,1456.95634659961,return_cruise,True,False,3.5179820220426166,"[11179084.883673655, 2560992.579150842, 372.9093322753906]","[11179088.508347636, 2560977.1353896987, 372.9093322753906]"
1081,1456.95634659961,1458.0139077767024,return_cruise,True,False,3.5701649147620316,"[11179088.508347636, 2560977.1353896987, 372.9093322753906]","[11179092.13302162, 2560961.691628555, 372.9093322753906]"
1082,1458.0139077767024,1459.0714689537813,return_cruise,True,False,3.6226608498249675,"[11179092.13302162, 2560961.691628555, 372.9093322753906]","[11179095.757695602, 2560946.2478674115, 372.9093322753906]"
1083,1459.0714689537813,1460.1290301308602,return_cruise,True,False,3.6754735765295408,"[11179095.757695602, 2560946.2478674115, 372.9093322753906]","[11179099.382369583, 2560930.804106268, 372.9093322753906]"
1084,1460.1290301308602,1460.3511992956867,return_cruise,True,False,3.728606911391253,"[11179099.382369583, 2560930.804106268, 372.9093322753906]","[11179100.143829828, 2560927.559728931, 372.9093322753906]"
1085,1460.3511992956867,1460.5733684605132,return_cruise,True,False,3.739810110514057,"[11179100.143829828, 2560927.559728931, 372.9093322753906]","[11179100.90529007, 2560924.3153515947, 372.9093322753906]"
1086,1460.5733684605132,1461.4087604727927,return_cruise,True,False,3.7510276664435054,"[11179100.90529007, 2560924.3153515947, 372.9093322753906]","[11179103.768503811, 2560912.115967788, 372.9093322753906]"
1087,1461.4087604727927,1462.2441524850722,return_cruise,True,False,3.7933366078602546,"[11179103.768503811, 2560912.115967788, 372.9093322753906]","[11179106.631717551, 2560899.9165839804, 372.9093322753906]"
1088,1462.2441524850722,1463.301713662151,return_cruise,True,False,3.8358510173846696,"[11179106.631717551, 2560899.9165839804, 372.9093322753906]","[11179110.256391533, 2560884.4728228366, 372.9093322753906]"
1089,1463.301713662151,1464.35927483923,return_cruise,True,False,3.8899697722650473,"[11179110.256391533, 2560884.4728228366, 372.9093322753906]","[11179113.881065514, 2560869.0290616937, 372.9093322753906]"
1090,1464.35927483923,1465.416836016309,return_cruise,True,False,3.9444251062588194,"[11179113.881065514, 2560869.0290616937, 372.9093322753906]","[11179117.505739497, 2560853.5853005503, 372.9093322753906]"
1091,1465.416836016309,1466.4743971933879,return_cruise,True,False,3.9992211969617557,"[11179117.505739497, 2560853.5853005503, 372.9093322753906]","[11179121.13041348, 2560838.1415394065, 372.9093322753906]"
1092,1466.4743971933879,1467.5319583704938,return_cruise,True,False,4.054362299536265,"[11179121.13041348, 2560838.1415394065, 372.9093322753906]","[11179124.755087463, 2560822.697778263, 372.9093322753906]"
1093,1467.5319583704938,1468.5895195475996,return_cruise,True,False,4.10985274863161,"[11179124.755087463, 2560822.697778263, 372.9093322753906]","[11179128.379761444, 2560807.254017119, 372.9093322753906]"
1094,1468.5895195475996,1468.7289624210673,return_cruise,True,False,4.165696960365196,"[11179128.379761444, 2560807.254017119, 372.9093322753906]","[11179128.857686473, 2560805.2177070905, 372.9093322753906]"
1095,1468.7289624210673,1468.868405294535,return_cruise,True,False,4.173086836046636,"[11179128.857686473, 2560805.2177070905, 372.9093322753906]","[11179129.335611502, 2560803.181397062, 372.9093322753906]"
1096,1468.868405294535,1469.7865235981462,return_cruise,True,False,4.180482950521039,"[11179129.335611502, 2560803.181397062, 372.9093322753906]","[11179132.482360456, 2560789.7739459467, 372.9093322753906]"
1097,1469.7865235981462,1470.7046419017574,return_cruise,True,False,4.229336888338125,"[11179132.482360456, 2560789.7739459467, 372.9093322753906]","[11179135.62910941, 2560776.3664948326, 372.9093322753906]"
1098,1470.7046419017574,1471.7622030788498,return_cruise,True,False,4.278464755769733,"[11179135.62910941, 2560776.3664948326, 372.9093322753906]","[11179139.253783394, 2560760.9227336887, 372.9093322753906]"
1099,1471.7622030788498,1472.8197642559421,return_cruise,True,False,4.335397597607525,"[11179139.253783394, 2560760.9227336887, 372.9093322753906]","[11179142.878457377, 2560745.4789725454, 372.9093322753906]"
1100,1472.8197642559421,1473.8773254330345,return_cruise,True,False,4.392702722797722,"[11179142.878457377, 2560745.4789725454, 372.9093322753906]","[11179146.503131358, 2560730.035211401, 372.9093322753906]"
1101,1473.8773254330345,1474.9348866101268,return_cruise,True,False,4.450384986577461,"[11179146.503131358, 2560730.035211401, 372.9093322753906]","[11179150.127805341, 2560714.591450258, 372.9093322753906]"
1102,1474.9348866101268,1475.9924477872057,return_cruise,True,False,4.508449338838048,"[11179150.127805341, 2560714.591450258, 372.9093322753906]","[11179153.752479324, 2560699.147689115, 372.9093322753906]"
1103,1475.9924477872057,1477.0500089642846,return_cruise,True,False,4.566900826594178,"[11179153.752479324, 2560699.147689115, 372.9093322753906]","[11179157.377153307, 2560683.703927971, 372.9093322753906]"
1104,1477.0500089642846,1477.1067255468447,return_cruise,True,False,4.6257445964982224,"[11179157.377153307, 2560683.703927971, 372.9093322753906]","[11179157.57154312, 2560682.8756852434, 372.9093322753906]"
1105,1477.1067255468447,1477.163442129405,return_cruise,True,False,4.628911548454937,"[11179157.57154312, 2560682.8756852434, 372.9093322753906]","[11179157.765932936, 2560682.047442516, 372.9093322753906]"
1106,1477.163442129405,1478.1642867239507,return_cruise,True,False,4.632079644560349,"[11179157.765932936, 2560682.047442516, 372.9093322753906]","[11179161.196217103, 2560667.4319240996, 372.9093322753906]"
1107,1478.1642867239507,1479.1651313184964,return_cruise,True,False,4.688174319156488,"[11179161.196217103, 2560667.4319240996, 372.9093322753906]","[11179164.62650127, 2560652.8164056838, 372.9093322753906]"
1108,1479.1651313184964,1480.2226924955753,return_cruise,True,False,4.744630083315357,"[11179164.62650127, 2560652.8164056838, 372.9093322753906]","[11179168.251175255, 2560637.3726445404, 372.9093322753906]"
1109,1480.2226924955753,1481.2802536726542,return_cruise,True,False,4.804682615681372,"[11179168.251175255, 2560637.3726445404, 372.9093322753906]","[11179171.875849236, 2560621.928883397, 372.9093322753906]"
